LOW_ESTIMATE,HIGH_ESTIMATE,MEAN_ESTIMATE,DURATION,DISTANCE,CATEGORY
24.0,30.0,27.0,1080,8.35,UberSELECT
12.0,16.0,14.0,660,4.58,uberX
14.0,19.0,16.5,660,4.58,UberSELECT
6.0,8.0,7.0,240,1.47,uberX
7.0,10.0,8.5,240,1.47,UberSELECT
6.0,9.0,7.5,300,1.63,uberX
7.0,10.0,8.5,300,1.63,UberSELECT
12.0,16.0,14.0,720,4.38,uberX
14.0,19.0,16.5,720,4.38,UberSELECT
13.0,17.0,15.0,840,4.95,uberX
16.0,21.0,18.5,840,4.95,UberSELECT
13.0,17.0,15.0,780,4.67,uberX
15.0,20.0,17.5,780,4.67,UberSELECT
16.0,21.0,18.5,960,6.22,uberX
19.0,24.0,21.5,960,6.22,UberSELECT
6.0,9.0,7.5,360,1.73,uberX
8.0,11.0,9.5,360,1.73,UberSELECT
15.0,20.0,17.5,960,6.0,uberX
18.0,23.0,20.5,960,6.0,UberSELECT
13.0,17.0,15.0,840,4.94,uberX
16.0,20.0,18.0,840,4.94,UberSELECT
15.0,19.0,17.0,660,3.99,uberX
13.0,17.0,15.0,660,3.99,UberSELECT
15.0,20.0,17.5,900,6.04,uberX
18.0,23.0,20.5,900,6.04,UberSELECT
17.0,22.0,19.5,900,6.62,uberX
20.0,26.0,23.0,900,6.62,UberSELECT
13.0,17.0,15.0,960,4.89,uberX
16.0,20.0,18.0,960,4.89,UberSELECT
9.0,13.0,11.0,480,3.22,uberX
11.0,15.0,13.0,480,3.22,UberSELECT
12.0,15.0,13.5,720,4.31,uberX
14.0,18.0,16.0,720,4.31,UberSELECT
15.0,20.0,17.5,900,6.09,uberX
18.0,24.0,21.0,900,6.09,UberSELECT
13.0,17.0,15.0,780,4.64,uberX
15.0,20.0,17.5,780,4.64,UberSELECT
16.0,20.0,18.0,960,6.04,uberX
19.0,24.0,21.5,960,6.04,UberSELECT
16.0,20.0,18.0,900,6.22,uberX
19.0,24.0,21.5,900,6.22,UberSELECT
26.0,33.0,29.5,1440,11.32,uberX
31.0,39.0,35.0,1440,11.32,UberSELECT
23.0,29.0,26.0,1260,9.92,uberX
27.0,35.0,31.0,1260,9.92,UberSELECT
22.0,28.0,25.0,1200,9.35,uberX
26.0,33.0,29.5,1200,9.35,UberSELECT
26.0,33.0,29.5,1620,11.27,uberX
31.0,39.0,35.0,1620,11.27,UberSELECT
13.0,17.0,15.0,840,4.95,uberX
15.0,20.0,17.5,840,4.95,UberSELECT
17.0,22.0,19.5,1020,6.45,uberX
20.0,26.0,23.0,1020,6.45,UberSELECT
11.0,15.0,13.0,660,4.32,uberX
14.0,18.0,16.0,660,4.32,UberSELECT
13.0,17.0,15.0,900,5.17,uberX
16.0,20.0,18.0,900,5.17,UberSELECT
8.0,11.0,9.5,480,2.3,uberX
9.0,12.0,10.5,480,2.3,UberSELECT
6.0,9.0,7.5,420,1.65,uberX
8.0,10.0,9.0,420,1.65,UberSELECT
17.0,22.0,19.5,840,4.85,uberX
15.0,19.0,17.0,840,4.85,UberSELECT
23.0,29.0,26.0,660,3.93,uberX
13.0,17.0,15.0,660,3.93,UberSELECT
63.0,79.0,71.0,1500,10.48,uberX
38.0,48.0,43.0,1500,10.48,UberSELECT
46.0,57.0,51.5,960,6.53,uberX
37.0,47.0,42.0,960,6.53,UberSELECT
38.0,48.0,43.0,840,5.5,uberX
31.0,39.0,35.0,840,5.5,UberSELECT
20.0,25.0,22.5,720,4.5,uberX
18.0,23.0,20.5,720,4.5,UberSELECT
20.0,25.0,22.5,780,4.95,uberX
16.0,20.0,18.0,780,4.95,UberSELECT
25.0,32.0,28.5,600,4.4,uberX
14.0,19.0,16.5,600,4.4,UberSELECT
31.0,39.0,35.0,1440,9.58,uberX
28.0,36.0,32.0,1440,9.58,UberSELECT
11.0,14.0,12.5,600,3.74,uberX
13.0,17.0,15.0,600,3.74,UberSELECT
37.0,46.0,41.5,1500,10.68,uberX
30.0,37.0,33.5,1500,10.68,UberSELECT
32.0,40.0,36.0,1440,10.66,uberX
30.0,37.0,33.5,1440,10.66,UberSELECT
13.0,17.0,15.0,720,4.72,uberX
15.0,20.0,17.5,720,4.72,UberSELECT
37.0,47.0,42.0,1440,13.08,uberX
34.0,43.0,38.5,1440,13.08,UberSELECT
21.0,27.0,24.0,1440,8.47,uberX
25.0,31.0,28.0,1440,8.47,UberSELECT
13.0,17.0,15.0,720,4.75,uberX
15.0,20.0,17.5,720,4.75,UberSELECT
13.0,17.0,15.0,660,4.75,uberX
15.0,20.0,17.5,660,4.75,UberSELECT
13.0,17.0,15.0,660,4.75,uberX
15.0,20.0,17.5,660,4.75,UberSELECT
16.0,20.0,18.0,720,4.1,uberX
14.0,18.0,16.0,720,4.1,UberSELECT
14.0,18.0,16.0,600,4.4,uberX
14.0,18.0,16.0,600,4.4,UberSELECT
13.0,16.0,14.5,780,4.85,uberX
15.0,19.0,17.0,780,4.85,UberSELECT
8.0,10.0,9.0,420,2.56,uberX
9.0,12.0,10.5,420,2.56,UberSELECT
23.0,29.0,26.0,1320,9.6,uberX
27.0,34.0,30.5,1320,9.6,UberSELECT
10.0,14.0,12.0,540,3.83,uberX
12.0,16.0,14.0,540,3.83,UberSELECT
12.0,15.0,13.5,600,4.39,uberX
14.0,18.0,16.0,600,4.39,UberSELECT
22.0,28.0,25.0,1320,9.39,uberX
27.0,34.0,30.5,1320,9.39,UberSELECT
16.0,21.0,18.5,960,6.51,uberX
20.0,25.0,22.5,960,6.51,UberSELECT
17.0,22.0,19.5,1020,6.67,uberX
20.0,26.0,23.0,1020,6.67,UberSELECT
26.0,33.0,29.5,1620,10.14,uberX
31.0,39.0,35.0,1620,10.14,UberSELECT
6.0,8.0,7.0,240,1.37,uberX
7.0,9.0,8.0,240,1.37,UberSELECT
8.0,11.0,9.5,480,2.72,uberX
10.0,13.0,11.5,480,2.72,UberSELECT
11.0,14.0,12.5,660,3.82,uberX
13.0,17.0,15.0,660,3.82,UberSELECT
23.0,29.0,26.0,1320,9.94,uberX
27.0,35.0,31.0,1320,9.94,UberSELECT
10.0,14.0,12.0,600,3.71,uberX
12.0,16.0,14.0,600,3.71,UberSELECT
8.0,11.0,9.5,480,2.75,uberX
10.0,13.0,11.5,480,2.75,UberSELECT
10.0,14.0,12.0,600,3.84,uberX
13.0,16.0,14.5,600,3.84,UberSELECT
23.0,29.0,26.0,1320,9.99,uberX
28.0,35.0,31.5,1320,9.99,UberSELECT
22.0,29.0,25.5,1260,8.9,uberX
27.0,34.0,30.5,1260,8.9,UberSELECT
15.0,19.0,17.0,840,5.8,uberX
18.0,23.0,20.5,840,5.8,UberSELECT
13.0,17.0,15.0,900,5.04,uberX
16.0,21.0,18.5,900,5.04,UberSELECT
10.0,13.0,11.5,540,3.74,uberX
12.0,16.0,14.0,540,3.74,UberSELECT
12.0,16.0,14.0,900,4.18,uberX
14.0,19.0,16.5,900,4.18,UberSELECT
10.0,14.0,12.0,540,3.74,uberX
12.0,16.0,14.0,540,3.74,UberSELECT
23.0,30.0,26.5,1800,8.79,uberX
28.0,35.0,31.5,1800,8.79,UberSELECT
16.0,21.0,18.5,1200,6.52,uberX
20.0,25.0,22.5,1200,6.52,UberSELECT
13.0,17.0,15.0,1080,4.58,uberX
16.0,20.0,18.0,1080,4.58,UberSELECT
11.0,15.0,13.0,780,4.08,uberX
14.0,18.0,16.0,780,4.08,UberSELECT
11.0,15.0,13.0,660,4.16,uberX
13.0,17.0,15.0,660,4.16,UberSELECT
9.0,12.0,10.5,600,3.07,uberX
11.0,14.0,12.5,600,3.07,UberSELECT
23.0,29.0,26.0,1620,8.45,uberX
27.0,34.0,30.5,1620,8.45,UberSELECT
26.0,33.0,29.5,1860,10.54,uberX
31.0,39.0,35.0,1860,10.54,UberSELECT
12.0,16.0,14.0,840,4.27,uberX
14.0,19.0,16.5,840,4.27,UberSELECT
12.0,15.0,13.5,780,4.12,uberX
14.0,18.0,16.0,780,4.12,UberSELECT
14.0,18.0,16.0,840,5.42,uberX
17.0,21.0,19.0,840,5.42,UberSELECT
16.0,20.0,18.0,1140,6.41,uberX
19.0,24.0,21.5,1140,6.41,UberSELECT
28.0,36.0,32.0,1680,11.1,uberX
34.0,42.0,38.0,1680,11.1,UberSELECT
31.0,39.0,35.0,1800,10.71,uberX
37.0,46.0,41.5,1800,10.71,UberSELECT
22.0,28.0,25.0,840,4.51,uberX
22.0,28.0,25.0,840,4.51,UberSELECT
27.0,34.0,30.5,840,4.66,uberX
26.0,33.0,29.5,840,4.66,UberSELECT
30.0,38.0,34.0,1500,8.9,uberX
54.0,67.0,60.5,1500,8.9,UberSELECT
30.0,38.0,34.0,2100,12.76,uberX
75.0,93.0,84.0,2100,12.76,UberSELECT
24.0,30.0,27.0,1860,9.02,uberX
69.0,85.0,77.0,1860,9.02,UberSELECT
20.0,26.0,23.0,1800,7.69,uberX
68.0,84.0,76.0,1800,7.69,UberSELECT
10.0,13.0,11.5,660,3.23,uberX
40.0,51.0,45.5,660,3.23,UberSELECT
16.0,20.0,18.0,960,6.58,uberX
71.0,88.0,79.5,960,6.58,UberSELECT
10.0,14.0,12.0,720,3.5,uberX
45.0,57.0,51.0,720,3.5,UberSELECT
13.0,17.0,15.0,1140,4.29,uberX
56.0,70.0,63.0,1140,4.29,UberSELECT
7.0,10.0,8.5,480,2.26,uberX
28.0,36.0,32.0,480,2.26,UberSELECT
6.0,9.0,7.5,420,1.56,uberX
22.0,28.0,25.0,420,1.56,UberSELECT
6.0,9.0,7.5,420,1.73,uberX
20.0,26.0,23.0,420,1.73,UberSELECT
20.0,26.0,23.0,1620,8.62,uberX
65.0,80.0,72.5,1620,8.62,UberSELECT
21.0,27.0,24.0,1500,9.18,uberX
62.0,77.0,69.5,1500,9.18,UberSELECT
13.0,16.0,14.5,1140,4.38,uberX
36.0,45.0,40.5,1140,4.38,UberSELECT
17.0,21.0,19.0,1560,6.25,uberX
44.0,54.0,49.0,1560,6.25,UberSELECT
7.0,10.0,8.5,480,2.22,uberX
17.0,22.0,19.5,480,2.22,UberSELECT
23.0,30.0,26.5,1860,8.94,uberX
47.0,59.0,53.0,1860,8.94,UberSELECT
21.0,26.0,23.5,1500,8.97,uberX
47.0,58.0,52.5,1500,8.97,UberSELECT
13.0,17.0,15.0,1140,4.71,uberX
31.0,39.0,35.0,1140,4.71,UberSELECT
13.0,17.0,15.0,1140,4.32,uberX
31.0,39.0,35.0,1140,4.32,UberSELECT
14.0,18.0,16.0,1200,5.14,uberX
32.0,40.0,36.0,1200,5.14,UberSELECT
13.0,17.0,15.0,1080,4.76,uberX
27.0,34.0,30.5,1080,4.76,UberSELECT
14.0,18.0,16.0,1140,5.23,uberX
25.0,32.0,28.5,1140,5.23,UberSELECT
18.0,23.0,20.5,1320,6.28,uberX
25.0,32.0,28.5,1320,6.28,UberSELECT
9.0,12.0,10.5,480,2.94,uberX
12.0,16.0,14.0,480,2.94,UberSELECT
12.0,16.0,14.0,720,4.39,uberX
14.0,19.0,16.5,720,4.39,UberSELECT
26.0,33.0,29.5,2040,10.55,uberX
32.0,40.0,36.0,2040,10.55,UberSELECT
27.0,34.0,30.5,2160,10.55,uberX
32.0,41.0,36.5,2160,10.55,UberSELECT
17.0,22.0,19.5,1200,7.14,uberX
21.0,26.0,23.5,1200,7.14,UberSELECT
18.0,23.0,20.5,1440,7.0,uberX
22.0,28.0,25.0,1440,7.0,UberSELECT
23.0,29.0,26.0,1800,8.71,uberX
27.0,35.0,31.0,1800,8.71,UberSELECT
25.0,31.0,28.0,1920,9.49,uberX
29.0,37.0,33.0,1920,9.49,UberSELECT
16.0,20.0,18.0,1380,5.14,uberX
19.0,24.0,21.5,1380,5.14,UberSELECT
14.0,19.0,16.5,1200,5.01,uberX
17.0,22.0,19.5,1200,5.01,UberSELECT
18.0,23.0,20.5,1080,7.54,uberX
22.0,28.0,25.0,1080,7.54,UberSELECT
13.0,17.0,15.0,1020,4.58,uberX
15.0,20.0,17.5,1020,4.58,UberSELECT
11.0,14.0,12.5,660,3.75,uberX
13.0,17.0,15.0,660,3.75,UberSELECT
25.0,31.0,28.0,1920,9.48,uberX
29.0,37.0,33.0,1920,9.48,UberSELECT
25.0,32.0,28.5,1980,9.66,uberX
30.0,38.0,34.0,1980,9.66,UberSELECT
9.0,12.0,10.5,720,2.98,uberX
11.0,15.0,13.0,720,2.98,UberSELECT
17.0,22.0,19.5,1380,6.66,uberX
20.0,26.0,23.0,1380,6.66,UberSELECT
12.0,16.0,14.0,1020,4.27,uberX
15.0,19.0,17.0,1020,4.27,UberSELECT
20.0,26.0,23.0,1620,7.9,uberX
24.0,31.0,27.5,1620,7.9,UberSELECT
13.0,17.0,15.0,900,4.87,uberX
16.0,20.0,18.0,900,4.87,UberSELECT
13.0,17.0,15.0,1080,4.61,uberX
16.0,20.0,18.0,1080,4.61,UberSELECT
19.0,25.0,22.0,1380,7.89,uberX
23.0,29.0,26.0,1380,7.89,UberSELECT
15.0,19.0,17.0,1080,5.57,uberX
17.0,22.0,19.5,1080,5.57,UberSELECT
21.0,27.0,24.0,1800,8.1,uberX
25.0,32.0,28.5,1800,8.1,UberSELECT
15.0,19.0,17.0,1140,5.11,uberX
17.0,22.0,19.5,1140,5.11,UberSELECT
15.0,19.0,17.0,1080,5.64,uberX
18.0,23.0,20.5,1080,5.64,UberSELECT
9.0,12.0,10.5,600,3.13,uberX
11.0,14.0,12.5,600,3.13,UberSELECT
14.0,18.0,16.0,1020,5.21,uberX
17.0,22.0,19.5,1020,5.21,UberSELECT
12.0,15.0,13.5,720,4.19,uberX
14.0,18.0,16.0,720,4.19,UberSELECT
8.0,11.0,9.5,420,2.64,uberX
9.0,12.0,10.5,420,2.64,UberSELECT
12.0,16.0,14.0,960,4.43,uberX
15.0,19.0,17.0,960,4.43,UberSELECT
13.0,17.0,15.0,1020,4.43,uberX
15.0,20.0,17.5,1020,4.43,UberSELECT
16.0,21.0,18.5,1440,5.86,uberX
19.0,25.0,22.0,1440,5.86,UberSELECT
30.0,37.0,33.5,1980,11.85,uberX
35.0,44.0,39.5,1980,11.85,UberSELECT
14.0,18.0,16.0,1200,5.08,uberX
17.0,22.0,19.5,1200,5.08,UberSELECT
11.0,14.0,12.5,660,3.72,uberX
13.0,17.0,15.0,660,3.72,UberSELECT
11.0,15.0,13.0,660,3.91,uberX
13.0,17.0,15.0,660,3.91,UberSELECT
12.0,16.0,14.0,960,4.24,uberX
14.0,18.0,16.0,960,4.24,UberSELECT
11.0,15.0,13.0,840,4.03,uberX
14.0,18.0,16.0,840,4.03,UberSELECT
17.0,21.0,19.0,1680,5.42,uberX
20.0,25.0,22.5,1680,5.42,UberSELECT
13.0,17.0,15.0,720,4.85,uberX
15.0,20.0,17.5,720,4.85,UberSELECT
35.0,43.0,39.0,2280,13.84,uberX
41.0,52.0,46.5,2280,13.84,UberSELECT
23.0,30.0,26.5,1800,8.82,uberX
28.0,35.0,31.5,1800,8.82,UberSELECT
6.0,9.0,7.5,360,1.76,uberX
8.0,10.0,9.0,360,1.76,UberSELECT
6.0,9.0,7.5,360,1.65,uberX
7.0,10.0,8.5,360,1.65,UberSELECT
12.0,16.0,14.0,720,4.35,uberX
14.0,19.0,16.5,720,4.35,UberSELECT
14.0,18.0,16.0,1080,4.97,uberX
17.0,21.0,19.0,1080,4.97,UberSELECT
10.0,14.0,12.0,780,3.35,uberX
12.0,16.0,14.0,780,3.35,UberSELECT
12.0,16.0,14.0,840,4.54,uberX
15.0,19.0,17.0,840,4.54,UberSELECT
13.0,17.0,15.0,1200,4.35,uberX
16.0,20.0,18.0,1200,4.35,UberSELECT
17.0,21.0,19.0,1620,5.94,uberX
20.0,25.0,22.5,1620,5.94,UberSELECT
10.0,13.0,11.5,660,3.31,uberX
12.0,15.0,13.5,660,3.31,UberSELECT
15.0,19.0,17.0,960,5.88,uberX
18.0,23.0,20.5,960,5.88,UberSELECT
9.0,12.0,10.5,540,2.66,uberX
10.0,14.0,12.0,540,2.66,UberSELECT
17.0,22.0,19.5,1380,6.1,uberX
20.0,26.0,23.0,1380,6.1,UberSELECT
10.0,14.0,12.0,660,3.62,uberX
12.0,16.0,14.0,660,3.62,UberSELECT
10.0,13.0,11.5,600,3.4,uberX
12.0,16.0,14.0,600,3.4,UberSELECT
6.0,8.0,7.0,180,0.88,uberX
6.0,9.0,7.5,180,0.88,UberSELECT
27.0,34.0,30.5,1920,11.17,uberX
32.0,40.0,36.0,1920,11.17,UberSELECT
26.0,33.0,29.5,1740,9.94,uberX
31.0,39.0,35.0,1740,9.94,UberSELECT
9.0,12.0,10.5,540,2.78,uberX
10.0,14.0,12.0,540,2.78,UberSELECT
22.0,27.0,24.5,1380,8.76,uberX
26.0,33.0,29.5,1380,8.76,UberSELECT
8.0,11.0,9.5,420,2.46,uberX
9.0,13.0,11.0,420,2.46,UberSELECT
12.0,16.0,14.0,840,4.5,uberX
15.0,19.0,17.0,840,4.5,UberSELECT
21.0,26.0,23.5,1440,8.31,uberX
25.0,31.0,28.0,1440,8.31,UberSELECT
14.0,19.0,16.5,1020,5.12,uberX
17.0,22.0,19.5,1020,5.12,UberSELECT
26.0,33.0,29.5,1800,10.21,uberX
31.0,39.0,35.0,1800,10.21,UberSELECT
14.0,18.0,16.0,960,5.05,uberX
16.0,21.0,18.5,960,5.05,UberSELECT
21.0,27.0,24.0,1680,7.91,uberX
26.0,32.0,29.0,1680,7.91,UberSELECT
17.0,22.0,19.5,1320,6.65,uberX
21.0,27.0,24.0,1320,6.65,UberSELECT
13.0,17.0,15.0,900,4.81,uberX
15.0,20.0,17.5,900,4.81,UberSELECT
8.0,11.0,9.5,540,2.62,uberX
10.0,13.0,11.5,540,2.62,UberSELECT
11.0,15.0,13.0,720,3.98,uberX
13.0,17.0,15.0,720,3.98,UberSELECT
25.0,32.0,28.5,1740,9.65,uberX
30.0,38.0,34.0,1740,9.65,UberSELECT
20.0,26.0,23.0,1620,7.38,uberX
24.0,31.0,27.5,1620,7.38,UberSELECT
11.0,15.0,13.0,660,4.07,uberX
14.0,18.0,16.0,660,4.07,UberSELECT
15.0,19.0,17.0,1200,5.29,uberX
17.0,22.0,19.5,1200,5.29,UberSELECT
8.0,11.0,9.5,540,2.7,uberX
10.0,13.0,11.5,540,2.7,UberSELECT
16.0,21.0,18.5,1020,6.04,uberX
19.0,24.0,21.5,1020,6.04,UberSELECT
16.0,20.0,18.0,840,6.38,uberX
19.0,24.0,21.5,840,6.38,UberSELECT
30.0,38.0,34.0,2040,11.86,uberX
36.0,45.0,40.5,2040,11.86,UberSELECT
22.0,28.0,25.0,1620,8.51,uberX
27.0,34.0,30.5,1620,8.51,UberSELECT
10.0,14.0,12.0,780,3.46,uberX
12.0,16.0,14.0,780,3.46,UberSELECT
26.0,33.0,29.5,1800,10.29,uberX
37.0,47.0,42.0,1800,10.29,UberSELECT
17.0,22.0,19.5,1200,6.49,uberX
24.0,30.0,27.0,1200,6.49,UberSELECT
29.0,36.0,32.5,2100,12.06,uberX
34.0,43.0,38.5,2100,12.06,UberSELECT
13.0,17.0,15.0,1200,4.55,uberX
16.0,20.0,18.0,1200,4.55,UberSELECT
7.0,10.0,8.5,480,2.14,uberX
9.0,12.0,10.5,480,2.14,UberSELECT
6.0,9.0,7.5,360,1.67,uberX
7.0,10.0,8.5,360,1.67,UberSELECT
26.0,33.0,29.5,1980,10.02,uberX
31.0,39.0,35.0,1980,10.02,UberSELECT
15.0,19.0,17.0,1080,5.46,uberX
18.0,23.0,20.5,1080,5.46,UberSELECT
9.0,12.0,10.5,600,2.88,uberX
10.0,14.0,12.0,600,2.88,UberSELECT
10.0,13.0,11.5,600,3.57,uberX
12.0,16.0,14.0,600,3.57,UberSELECT
16.0,20.0,18.0,1260,5.93,uberX
19.0,24.0,21.5,1260,5.93,UberSELECT
25.0,32.0,28.5,1920,9.9,uberX
30.0,38.0,34.0,1920,9.9,UberSELECT
15.0,19.0,17.0,1080,5.47,uberX
18.0,23.0,20.5,1080,5.47,UberSELECT
10.0,14.0,12.0,720,3.63,uberX
12.0,16.0,14.0,720,3.63,UberSELECT
25.0,32.0,28.5,1500,9.96,uberX
45.0,56.0,50.5,1500,9.96,UberSELECT
10.0,13.0,11.5,540,3.32,uberX
20.0,26.0,23.0,540,3.32,UberSELECT
14.0,18.0,16.0,660,3.82,uberX
30.0,38.0,34.0,660,3.82,UberSELECT
16.0,21.0,18.5,1020,5.2,uberX
42.0,53.0,47.5,1020,5.2,UberSELECT
13.0,17.0,15.0,1080,4.45,uberX
45.0,56.0,50.5,1080,4.45,UberSELECT
6.0,8.0,7.0,240,1.34,uberX
20.0,25.0,22.5,240,1.34,UberSELECT
12.0,16.0,14.0,780,4.77,uberX
48.0,59.0,53.5,780,4.77,UberSELECT
8.0,11.0,9.5,300,2.64,uberX
30.0,38.0,34.0,300,2.64,UberSELECT
7.0,10.0,8.5,360,2.28,uberX
26.0,33.0,29.5,360,2.28,UberSELECT
17.0,21.0,19.0,1080,6.35,uberX
53.0,66.0,59.5,1080,6.35,UberSELECT
22.0,28.0,25.0,1500,8.4,uberX
47.0,59.0,53.0,1500,8.4,UberSELECT
18.0,23.0,20.5,1500,6.3,uberX
30.0,38.0,34.0,1500,6.3,UberSELECT
12.0,15.0,13.5,720,4.38,uberX
14.0,18.0,16.0,720,4.38,UberSELECT
16.0,21.0,18.5,1200,6.53,uberX
20.0,25.0,22.5,1200,6.53,UberSELECT
9.0,12.0,10.5,540,2.77,uberX
10.0,14.0,12.0,540,2.77,UberSELECT
7.0,9.0,8.0,360,1.94,uberX
8.0,11.0,9.5,360,1.94,UberSELECT
10.0,13.0,11.5,780,3.27,uberX
12.0,15.0,13.5,780,3.27,UberSELECT
20.0,26.0,23.0,1200,9.07,uberX
24.0,31.0,27.5,1200,9.07,UberSELECT
31.0,39.0,35.0,2280,13.02,uberX
37.0,46.0,41.5,2280,13.02,UberSELECT
9.0,12.0,10.5,600,3.02,uberX
11.0,14.0,12.5,600,3.02,UberSELECT
24.0,30.0,27.0,1980,9.11,uberX
28.0,36.0,32.0,1980,9.11,UberSELECT
12.0,16.0,14.0,840,4.57,uberX
15.0,19.0,17.0,840,4.57,UberSELECT
22.0,28.0,25.0,1500,8.94,uberX
26.0,33.0,29.5,1500,8.94,UberSELECT
13.0,18.0,15.5,1020,5.22,uberX
16.0,21.0,18.5,1020,5.22,UberSELECT
12.0,15.0,13.5,720,4.16,uberX
14.0,18.0,16.0,720,4.16,UberSELECT
13.0,16.0,14.5,1020,4.42,uberX
15.0,19.0,17.0,1020,4.42,UberSELECT
15.0,19.0,17.0,1140,5.71,uberX
18.0,23.0,20.5,1140,5.71,UberSELECT
25.0,31.0,28.0,1980,9.29,uberX
29.0,37.0,33.0,1980,9.29,UberSELECT
13.0,17.0,15.0,900,4.72,uberX
15.0,20.0,17.5,900,4.72,UberSELECT
8.0,11.0,9.5,540,2.46,uberX
9.0,13.0,11.0,540,2.46,UberSELECT
13.0,17.0,15.0,1080,4.73,uberX
15.0,20.0,17.5,1080,4.73,UberSELECT
6.0,9.0,7.5,300,1.79,uberX
7.0,10.0,8.5,300,1.79,UberSELECT
11.0,15.0,13.0,720,4.08,uberX
14.0,18.0,16.0,720,4.08,UberSELECT
29.0,36.0,32.5,2040,11.6,uberX
34.0,43.0,38.5,2040,11.6,UberSELECT
12.0,16.0,14.0,720,4.19,uberX
14.0,18.0,16.0,720,4.19,UberSELECT
25.0,32.0,28.5,1800,9.31,uberX
30.0,38.0,34.0,1800,9.31,UberSELECT
24.0,31.0,27.5,2040,9.07,uberX
29.0,37.0,33.0,2040,9.07,UberSELECT
15.0,19.0,17.0,1140,5.78,uberX
18.0,23.0,20.5,1140,5.78,UberSELECT
21.0,26.0,23.5,1500,8.16,uberX
25.0,31.0,28.0,1500,8.16,UberSELECT
26.0,33.0,29.5,1860,10.7,uberX
31.0,39.0,35.0,1860,10.7,UberSELECT
9.0,12.0,10.5,480,2.82,uberX
10.0,14.0,12.0,480,2.82,UberSELECT
20.0,25.0,22.5,1380,7.86,uberX
24.0,30.0,27.0,1380,7.86,UberSELECT
22.0,29.0,25.5,1560,8.76,uberX
27.0,34.0,30.5,1560,8.76,UberSELECT
26.0,33.0,29.5,1920,10.02,uberX
32.0,40.0,36.0,1920,10.02,UberSELECT
12.0,16.0,14.0,1020,4.28,uberX
15.0,19.0,17.0,1020,4.28,UberSELECT
16.0,21.0,18.5,1380,6.05,uberX
20.0,25.0,22.5,1380,6.05,UberSELECT
28.0,35.0,31.5,2040,10.66,uberX
33.0,41.0,37.0,2040,10.66,UberSELECT
21.0,27.0,24.0,1620,7.83,uberX
25.0,32.0,28.5,1620,7.83,UberSELECT
17.0,22.0,19.5,1500,6.34,uberX
21.0,27.0,24.0,1500,6.34,UberSELECT
20.0,26.0,23.0,1380,7.95,uberX
24.0,31.0,27.5,1380,7.95,UberSELECT
24.0,31.0,27.5,1800,9.94,uberX
29.0,36.0,32.5,1800,9.94,UberSELECT
15.0,20.0,17.5,1200,5.8,uberX
18.0,23.0,20.5,1200,5.8,UberSELECT
12.0,16.0,14.0,780,4.39,uberX
14.0,19.0,16.5,780,4.39,UberSELECT
13.0,17.0,15.0,1020,4.95,uberX
16.0,21.0,18.5,1020,4.95,UberSELECT
12.0,16.0,14.0,840,4.06,uberX
14.0,18.0,16.0,840,4.06,UberSELECT
14.0,18.0,16.0,960,5.21,uberX
16.0,21.0,18.5,960,5.21,UberSELECT
11.0,15.0,13.0,720,3.96,uberX
13.0,17.0,15.0,720,3.96,UberSELECT
12.0,16.0,14.0,1020,4.32,uberX
14.0,19.0,16.5,1020,4.32,UberSELECT
35.0,44.0,39.5,2280,12.95,uberX
42.0,53.0,47.5,2280,12.95,UberSELECT
8.0,11.0,9.5,480,2.51,uberX
10.0,13.0,11.5,480,2.51,UberSELECT
32.0,40.0,36.0,2280,11.69,uberX
38.0,47.0,42.5,2280,11.69,UberSELECT
6.0,8.0,7.0,240,1.29,uberX
6.0,9.0,7.5,240,1.29,UberSELECT
15.0,19.0,17.0,1140,5.15,uberX
18.0,23.0,20.5,1140,5.15,UberSELECT
19.0,24.0,21.5,1200,7.53,uberX
22.0,28.0,25.0,1200,7.53,UberSELECT
11.0,14.0,12.5,840,3.58,uberX
13.0,17.0,15.0,840,3.58,UberSELECT
24.0,30.0,27.0,1620,9.39,uberX
28.0,36.0,32.0,1620,9.39,UberSELECT
13.0,17.0,15.0,960,4.47,uberX
15.0,20.0,17.5,960,4.47,UberSELECT
13.0,17.0,15.0,840,5.01,uberX
16.0,21.0,18.5,840,5.01,UberSELECT
7.0,10.0,8.5,420,1.89,uberX
8.0,11.0,9.5,420,1.89,UberSELECT
6.0,8.0,7.0,360,1.57,uberX
7.0,10.0,8.5,360,1.57,UberSELECT
8.0,11.0,9.5,420,2.47,uberX
9.0,13.0,11.0,420,2.47,UberSELECT
24.0,31.0,27.5,2040,8.95,uberX
29.0,36.0,32.5,2040,8.95,UberSELECT
12.0,15.0,13.5,780,4.02,uberX
14.0,18.0,16.0,780,4.02,UberSELECT
23.0,29.0,26.0,1980,8.53,uberX
27.0,34.0,30.5,1980,8.53,UberSELECT
16.0,21.0,18.5,1140,6.26,uberX
19.0,25.0,22.0,1140,6.26,UberSELECT
25.0,32.0,28.5,1740,10.12,uberX
30.0,38.0,34.0,1740,10.12,UberSELECT
17.0,22.0,19.5,1260,6.51,uberX
20.0,26.0,23.0,1260,6.51,UberSELECT
16.0,21.0,18.5,1260,6.06,uberX
19.0,24.0,21.5,1260,6.06,UberSELECT
17.0,21.0,19.0,1200,6.16,uberX
20.0,25.0,22.5,1200,6.16,UberSELECT
11.0,15.0,13.0,780,3.89,uberX
